Wall time,Step,Value
1756086171.979712,32170,0.13832563161849976
1756086180.7066963,32200,0.1698218584060669
1756086186.5401042,32220,0.157165989279747
1756086207.219282,32290,0.124651700258255
1756086242.452498,32410,0.14580662548542023
1756086248.317511,32430,0.15296249091625214
1756086313.8371406,32650,0.1422410011291504
1756086322.7104619,32680,0.16913948953151703
1756086412.36321,32980,0.12322066724300385
1756086436.146572,33060,0.135880708694458
1756086599.1333418,33400,0.18710605800151825
1756086614.0787227,33450,0.1562345325946808
1756086646.7623405,33560,0.13480620086193085
1756086673.5983477,33650,0.16793188452720642
1756086694.5305207,33720,0.15068042278289795
1756086700.6154299,33740,0.1909862458705902
1756086709.4810143,33770,0.11583596467971802
1756086715.4424064,33790,0.18601372838020325
1756086730.346701,33840,0.18495438992977142
1756086733.3217387,33850,0.15656538307666779
1756086757.2113268,33930,0.15459096431732178
1756086789.8356075,34040,0.14985604584217072
1756086831.176702,34180,0.23115567862987518
1756086843.0019755,34220,0.11422034353017807
1756086855.0400817,34260,0.13328374922275543
1756086941.614086,34340,0.1105509027838707
1756086956.544694,34390,0.16761168837547302
1756087000.6684973,34540,0.1492796093225479
1756087021.3294117,34610,0.14181584119796753
1756087042.0026712,34680,0.13809166848659515
1756087083.3053193,34820,0.1983395218849182
1756087086.2692254,34830,0.18771398067474365
1756087089.2314742,34840,0.16310402750968933
1756087092.1843073,34850,0.20118817687034607
1756087110.2152655,34910,0.13785845041275024
1756087116.1300497,34930,0.18832622468471527
1756087136.9870512,35000,0.14191953837871552
1756087145.8697274,35030,0.13250014185905457
1756087178.5906048,35140,0.10017827898263931
1756087214.0657232,35260,0.21357014775276184
1756087330.7751498,35440,0.14525753259658813
1756087348.6439292,35500,0.18771184980869293
1756087372.3110435,35580,0.14531633257865906
1756087395.9047735,35660,0.17849135398864746
1756087404.7515182,35690,0.14701993763446808
1756087422.4999475,35750,0.21474134922027588
1756087425.4382908,35760,0.1863648146390915
1756087457.674408,35870,0.15546242892742157
1756087460.63911,35880,0.13050156831741333
1756087496.267229,36000,0.17412897944450378
1756087534.9321525,36130,0.18956837058067322
1756087537.9156013,36140,0.14838409423828125
1756087541.1073546,36150,0.1806214600801468
1756087544.0249915,36160,0.1777329444885254
1756087585.640245,36300,0.17856812477111816
1756087656.7584696,36540,0.19800442457199097
1756087665.5703256,36570,0.1740647703409195
1756087733.8478384,36590,0.1590939462184906
1756087739.6831117,36610,0.1337486356496811
1756087748.4640677,36640,0.1500779092311859
1756087760.4663575,36680,0.2624064087867737
1756087769.2583718,36710,0.1698332130908966
1756087772.224693,36720,0.2223552167415619
1756087825.4519353,36900,0.19461527466773987
1756087854.858352,37000,0.16748639941215515
1756087890.2989693,37120,0.12563301622867584
1756087905.0508175,37170,0.1540963500738144
1756087949.8520074,37320,0.16692262887954712
1756087988.5471299,37450,0.15617026388645172
1756087991.5319316,37460,0.18667873740196228
1756087997.6988838,37480,0.11452017724514008
